FID,Volcano_Number,Volcano_Name,Volcanic_Landform,Primary_Volcano_Type,Last_Eruption_Year,Country,Region,Subregion,Geological_Summary,Latitude,Longitude,Elevation,Tectonic_Setting,Geologic_Epoch,Evidence_Category,Primary_Photo_Link,Primary_Photo_Caption,Primary_Photo_Credit,Major_Rock_Type,GeoLocation
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-470d,284011,Toshima,Composite,Stratovolcano,-4550.0,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"The small 2 x 2.4 km island of Toshima is located in the northern Izu Islands south of Izu-Oshima Island about 20 km W of the main volcanic front. Steep cliffs up to 300 m high ring the basaltic to basaltic andesite island on three sides. The summit is asymmetrically located opposite the more gentle slopes of the northern side of the island, where the village of Toshima is located. The latest known eruption of this stratovolcano occurred sometime between about 9,000 and 4,000 years ago, producing a lava flow from Kajiana crater.",34.52,139.279,508.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Dated,https://volcano.si.edu/gallery/photos/GVP-10583.jpg,"Steep cliffs up to 300-m-high surround the small island of Toshima. Toshimamura, the port village of the island, is to the far left in this view from the west. Toshima lies about 20 km W of the main volcanic front of the Izu-Marianas arc. Recent activity occurred between about 8,000 and 40,00 years ago.","Copyrighted photo by Shun Nakano (Japanese Quaternary Volcanoes database, RIODB, http://riodb02.ibase.aist.go.jp/strata/VOL_JP/EN/index.htm and Geol Surv Japan, AIST, http://www.gsj.jp/).",Basalt / Picro-Basalt,POINT (139.279 34.52)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-470c,284010,Izu-Oshima,Composite,Stratovolcano,1990.0,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"Izu-Oshima volcano in Sagami Bay, east of the Izu Peninsula, is the northernmost of the Izu Islands. The broad, low stratovolcano forms an 11 x 13 km island constructed over the remnants of three older dissected stratovolcanoes. It is capped by a 4-km-wide caldera with a central cone, Miharayama, that has been the site of numerous recorded eruptions since the 7th century CE. More than 40 cones are located within the caldera and along two parallel rift zones trending NNW-SSE. Although it is a dominantly basaltic volcano, strong explosive activity has occurred at intervals of 100-150 years throughout the past few thousand years. A major eruption in 1986 produced lava fountains up to 1,600 m high and a 16-km-high eruption column; more than 12,000 people were evacuated from the island.",34.724,139.394,758.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-09077.jpg,"A plume rises from the crater of Miharayama on Oshima island. It lies within a 4-km-wide caldera, the rim of which is prominently visible in this aerial photo from the SW. Dark-colored lava flows from the 1986 eruption cover part of the caldera floor. More than 40 cones are located within the caldera and along two parallel rift zones trending NNW-SSE across the island. The port city of Motomachi on the west coast is to the left and the island's airport is at the upper left.",Photo by Ichio Moriya (Kanazawa University).,Basalt / Picro-Basalt,POINT (139.394 34.724)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-470b,284020,Niijima,Minor (Silicic),Lava dome(s),886.0,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"The elongated island of Niijima, SSW of Oshima, is 11 km long and only 2.5 km wide. Eight low rhyolitic lava domes are clustered in two groups at the northern and southern ends of the island, separated by an area of flat-topped domes and a low isthmus of pyroclastic deposits. The Mukaiyama complex on the south and the Atchiyama lava dome on the north were formed during eruptions in the 9th century CE, the last known activity. Shikineyama and Zinaito domes form small islands immediately to the SW and W, respectively, during earlier stages of volcanism. Earthquake swarms occurred during the 20th century.",34.397,139.27,432.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-08942.jpg,"Stratified phreatomagmatic deposits are exposed along a cliff on the eastern coast of Niijima, with the flat-topped Miyazukayama lava dome in the background. The 11-km-long island is comprised of eight rhyolite lava domes clustered in two groups. The Mukaiyama complex at the southern end of the island and Achiyama lava dome at the northern end formed during the 9th century CE.",Photo by Ichio Moriya (Kanazawa University).,Rhyolite,POINT (139.27 34.397)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-470a,284030,Kozushima,Composite,Lava dome(s),838.0,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"A cluster of rhyolitic lava domes and associated pyroclastic deposits form the 4 x 6 km island of Kozushima in the northern Izu Islands. The island is the exposed summit of a larger submarine edifice more than 20 km long that lies along the Zenisu Ridge, one of several en-echelon ridges oriented NE-SW, transverse to the trend of the northern Izu arc. The youngest and largest of the 18 lava domes, Tenjosan, occupies the central portion of the island. Most of the older domes, some of which are Holocene in age, flank Tenjosan to the north, although late-Pleistocene domes are also found at the southern end of the island. A lava flow may have reached the sea during an eruption in 832 CE. The Tenjosan dome was formed during a major eruption in 838 CE that also produced pyroclastic flows and surges. Earthquake swarms took place during the 20th century.",34.219,139.153,572.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-08941.jpg,"The agricultural area on floor of an explosion crater (left) and a flat-topped lava dome (right) are part of Kozushima volcano in the northern Izu Islands. The small 4 x 6 km island formed by a cluster of rhyolitic lava domes and associated pyroclastic deposits. The youngest and largest dome, Tenjoyama, occupies the central portion of the island. Most of the older domes are to the north. Two historical eruptions occurred during the 9th century.",Photo by Ichio Moriya (Kanazawa University).,Rhyolite,POINT (139.153 34.219)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4709,284041,Mikurajima,Composite,Stratovolcano,-4100.0,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"Mikurajima is a small steep-sided island located between the more well-known Miyakejima and Hachijojima volcanoes. Oyama forms the summit of the basaltic-to-andesitic island, which is surrounded by cliffs and dissected on the southern-to-eastern sides. The sparsely populated island consists of a large stratovolcano with lava domes on the SE side. Several small sea stacks are located immediately offshore. Growth of the stratovolcano took place until about 7,000 years ago, and the latest activity occurred about 6,000 years ago, when explosive eruptions and pyroclastic surges accompanied lava dome growth.",33.874,139.602,851.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Dated,https://volcano.si.edu/gallery/photos/GVP-10545.jpg,"The southern flanks of Mikurajima volcano are seen in this aerial view from the SSW. Oyama, the summit of the island, lies in shadow on the left horizon. The small Ichinomori spire is on the center, while the flat-topped Shipunegamori lava dome is at the far right.","Copyrighted photo by Akira Takada (Japanese Quaternary Volcanoes database, RIODB, http://riodb02.ibase.aist.go.jp/strata/VOL_JP/EN/index.htm and Geol Surv Japan, AIST, http://www.gsj.jp/).",Basalt / Picro-Basalt,POINT (139.602 33.874)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4708,284042,Kurose Hole,Caldera,Caldera,,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"Kurose Hole, between Mikura and Hachijo-jima islands, is a nearly circular submarine caldera 5-7 km in diameter with a 600-760 m deep floor. The high point of the caldera rim rises to about 100 m of the ocean surface. Large amounts of dacitic pumice have been recovered from dredges along the inner caldera wall. The age of its most recent eruption is not known.",33.4,139.68,-114.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Evidence Uncertain,,,,Dacite,POINT (139.68 33.4)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4707,284040,Miyakejima,Composite,Stratovolcano,2010.0,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"The circular, 8-km-wide island of Miyakejima forms a low-angle stratovolcano that rises about 1,100 m from the sea floor in the northern Izu Islands about 200 km SSW of Tokyo. The basaltic volcano is truncated by small summit calderas, one of which, 3.5 km wide, was formed during a major eruption about 2,500 years ago. Numerous craters and vents, including maars near the coast and radially oriented fissure vents, are present on the flanks. Frequent eruptions have been recorded since 1085 CE at vents ranging from the summit to below sea level, causing much damage on this small populated island. After a three-century-long hiatus ending in 1469 CE, activity has been dominated by flank fissure eruptions sometimes accompanied by minor summit eruptions. A 1.6-km-wide summit crater was slowly formed by subsidence during an eruption in 2000.",34.094,139.526,775.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-08937.jpg,"The craters in the foreground and the lava flow to the right erupted in 1983 from vents on the SW flank of Miyakejima. The 8-km-wide island rises about 1.1 km from the sea floor in the northern Izu Islands, about 200 km SSW of Tokyo. The summit cone of Oyama (upper right) lies within a caldera that formed about 3,000 years ago. Frequent eruptions have occurred since 1085 CE at vents ranging from the summit to below sea level.",Photo by Ichio Moriya (Kanazawa University).,Basalt / Picro-Basalt,POINT (139.526 34.094)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4706,284050,Hachijojima,Composite,Stratovolcano(es),1606.0,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"Hachijojima, in the central Izu Islands about 300 km S of Tokyo, consists of two small Quaternary dominantly basaltic stratovolcanoes forming an elongated NW-SE-trending island. The eroded Pleistocene-to-Holocene Higashiyama volcano occupies the SE end of the 14-km-long island. The symmetrical Holocene Nishiyama volcano the NW end has cones on the SE flank. The small volcanic island of Kojima lies several kilometers W of Hachijojima. Growth of Higashiyama began several tens of thousands of years ago, and included the formation of two small calderas. The initial submarine and early subaerial eruptions of Nishiyama took place from 10,000 to 8,000 years before present (BP). Its latest major activity, from the early Holocene until about 4,000 BP, was restricted to flank eruptions. Eruptions recorded since the 15th century have been restricted to the summit of Nishiyama and a submarine vent of unknown location.",33.137,139.766,854.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-08944.jpg,"Nishiyama volcano, seen here from the older Higashiyama, forms the NW part of Hachijojima island. The island's airport and its largest town occupy the flanks. The small volcanic island of Kojima (upper left) lies several kilometers to the west. Major activity from the early Holocene until about 4,000 years ago was restricted to flank eruptions.",Photo by Ichio Moriya (Kanazawa University).,Basalt / Picro-Basalt,POINT (139.766 33.137)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4705,284061,Kita-Bayonnaise,Caldera,Caldera,,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"The large submarine Kita-Bayonnaise (North Bayonnaise) submarine caldera, also known as Myojin Knoll, lies between the Aogashima and Myojinsho (also called Beyonesu Rocks) calderas about 300 km SSE of the Izu Peninsula. The 6-7 km wide caldera has walls 500-900 m high that reveal rhyolitic lava flows, shallow intrusions, and volcaniclastic deposits. The high point on the western rim is a pumice-mantled remnant of the pre-collapse volcanic complex that reaches a depth of 360 m. A voluminous deposit of coarse rhyolitic pumice from the caldera-forming eruption covers the rim and outer flanks. Post-caldera eruptions formed a lava dome that rises 250 m above the caldera floor. The age of the caldera is not known, but was considered by Fiske et al. (2001) to perhaps be as young as a few thousand years. An active hydrothermal vent field lies on the eastern caldera floor and has produced a polymetallic sulfide deposit from vent chimneys up to 30 m high that emit fluids as hot as 278°C.",32.1,139.85,-360.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Evidence Uncertain,https://volcano.si.edu/gallery/photos/GVP-09568.jpg,The submarine topography of the 6-7 km Myojin Knoll caldera is seen in this SeaBeam image viewed from the SW. The white line marks the E-W track of the survey vessel. A voluminous deposit of coarse pumice from the caldera-forming eruption mantles the caldera rim and its outer flanks. A post-caldera lava dome rises 250 m above the caldera floor.,"Image by Fumitoshi Murakami (Geological Survey of Japan, courtesy of Richard Fiske, Smithsonian Institution).",Rhyolite,POINT (139.85 32.1)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4704,284060,Aogashima,Composite,Stratovolcano,1785.0,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"The small 2.5 x 3.5 km dominantly basaltic island of Aogashima is surrounded by steep cliffs and contains a small 1.7 x 1.5-km-wide caldera. Two pyroclastic cones were formed inside the caldera during the latest eruption from 1780 to 1785. Growth of the volcano began with construction of the Kurosaki stratovolcano in the NW part of the island, after which the main stratovolcano began growing in the SE. Both summit and flank vents produced pyroclastic surges and lava flows. Late in the construction of the main cone a 1-1.5 km crater was formed on the SE flank. About 3000 years ago pyroclastic surges swept over the entire island. During about the next 600 years, lava flows and scoria deposits filled the SE crater, which also collapsed repeatedly. The current Ikenosawa crater was considered by Takada et al. (1992) to have formed by ring collapse at the time of a debris avalanche, after which the volcano was quiescent until the eruptions of historical time.",32.458,139.759,423.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-03001.jpg,"The 2.5 x 3.5 km island of Aogashima, seen here from the SE, is located in the central Izu Islands. It is has steep cliffs on all sides and contains a small 1.5 x 1.7 km caldera. Two cones were formed inside the caldera during the latest eruption from 1780 to 1785.",Photo by Richard Fiske (Smithsonian Institution).,Basalt / Picro-Basalt,POINT (139.759 32.458)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4703,284070,Myojinsho,Caldera,Caldera,1970.0,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"Beyonesu Rocks are part of the barely exposed rim of the largely submarine Myojinsho caldera. Formation of the 8-9 km wide caldera was followed by construction of a large (2.6 km3) lava dome and/or lava flow complex on the caldera floor, originally located at a depth of 1,000-1,100 m. Most eruptions recorded since the late-19th century have occurred from the dacitic post-caldera Myojinsho lava dome on the NE caldera rim. Deposits from submarine pyroclastic flows associated with growth of the dome cover it and extend both into the NE part of the caldera and down its outer slopes. An explosive submarine eruption from Myojinsho in 1952 destroyed a Japanese research vessel, killing all 31 on board. Submarine eruptions have also been observed from other points on the caldera rim and outside of the caldera. The Beyonesu Rocks were named after the French warship the Bayonnaise, which was surveying volcanic islands south of Tokyo Bay in 1850.",31.888,139.918,11.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-04613.jpg,Steam emission from the blocky summit of a lava dome formed during a submarine eruption at the Beyonesu Rocks vent of the Myojinsho caldera in 1952. This 22 September photo was taken six days after the dome began to breach the sea surface. Later that day the eruption became highly explosive and the dome was destroyed. Three cycles of dome growth and destruction occurred until October 1953.,"Photo courtesy of Helen Foster, 1952 (U.S. Geological Survey).",Dacite,POINT (139.918 31.888)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4702,284080,Sumisujima,Caldera,Caldera,1916.0,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"Sumisujima (also known as Smith Rocks) is a steep-sided basaltic pinnacle that forms part of the outer southern flank of a 8-9 km submarine caldera that truncates a 20-km-wide seamount. The caldera was formed between about 60,000 and 30,000 years ago. The Shirane dacitic central cone, 3 km wide and 800 m high, rises to within 8 m of the ocean surface in the eastern side of the caldera, whose 600-700 m walls and outer flanks expose basaltic, andesitic, and rhyolitic rocks. Two large submarine cones, Sumisu Knolls No. 1 and 2, lie west of the caldera. Submarine eruptions have been reported from a number of locations near Sumisujima, the last of which occurred in 1916. Water discoloration has frequently been observed since the 1970's. In October 1992 a 6-km-long zone of discolored water was seen extending from the shallow Shirane rock mass near the eastern rim of the caldera, which rises to within 7 m of the ocean surface and is the youngest feature of the volcanic complex.",31.44,140.051,136.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10575.jpg,"Wave erosion has exposed the spectacular stratigraphy of Sumisujima, a steep-sided pinnacle that is a remnant of the outer southern flank of a submarine caldera 6-9 km wide. Intrusive rocks, dikes, tephra layers, and breccias are visible in this view of the eastern side of the pinnacle. Submarine eruptions have been reported from a number of locations near here, the last of which occurred in 1916. Water discoloration has been frequently observed nearby since the 1970s.","Copyrighted photo by Kenichiro Tani, 2002 (Japanese Quaternary Volcanoes database, RIODB, http://riodb02.ibase.aist.go.jp/strata/VOL_JP/EN/index.htm and Geol Surv Japan, AIST, http://www.gsj.jp/).",Dacite,POINT (140.051 31.44)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4701,284091,Sofugan,Composite,Stratovolcano,,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"Sofugan is a steep-sided pinnacle that rises 99 m above the sea surface south of Torishima volcano. Its dramatic and isolated setting prompted it to also be known as ""Lot's Wife Rocks."" The basaltic-to-andesitic pinnacle is the remnant of a large stratovolcano that is 28 km wide at its base and rises 2200 m above the sea floor. A submarine depression lies between the pinnacle and an arcuate submarine ridge to the SW that rises to less than 150 m of the sea surface. In 1975 discolored sea water was observed about 500 m north of Sofugan, and the volcano was reclassified as active by the Japan Meteorological Agency in 2003.",29.794,140.342,99.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Evidence Uncertain,https://volcano.si.edu/gallery/photos/GVP-11789.jpg,"The Sofugan pinnacle seen here from the W rises about 100 m above the ocean surface south of Torishima volcano. It is the remnant of a large volcano that is 28 km wide at its base and rose 2,200 m above the sea floor. In 1975 discolored sea water was observed about 500 m N.","Copyrighted photo by Makoto Yuasa, 1985 (Japanese Quaternary Volcanoes database, RIODB, http://riodb02.ibase.aist.go.jp/strata/VOL_JP/EN/index.htm and Geol Surv Japan, AIST, http://www.gsj.jp/).",Basalt / Picro-Basalt,POINT (140.342 29.794)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4700,284093,Suiyo Seamount,Composite,Stratovolcano,,Japan,Northwestern Pacific Volcanic Regions,Ogasawara Volcanic Arc,"Suiyo, one of the Shichiyo Seamounts, named for the seven days of the week, lies south of Sofugan volcano. Suiyo (""Wednesday"") is a basaltic-to-dacitic submarine volcano and lava dome that rises about 1,400 m from the sea floor to within about 1,000 m of the surface. The summit crater is 1.5 km wide and about 500 m deep. Major hydrothermal activity was observed in July 1991, with temperatures reaching more the 290°C, and the volcano was reclassified as active by the Japan Meteorological Agency.",28.575,140.633,-991.0,Subduction zone / Crustal thickness unknown,Holocene,Unrest / Holocene,,,,Andesite / Basaltic Andesite,POINT (140.633 28.575)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-46ff,284094,Mokuyo Seamount,Composite,Stratovolcano,,Japan,Northwestern Pacific Volcanic Regions,Ogasawara Volcanic Arc,"Mokuyo is one of the Shichiyo Seamounts, named for the seven days of the week. Mokuyo (""Thursday"") is a basaltic andesite submarine volcano that rises 1,780 m from the sea floor to within less than 1,000 m of the surface. The summit crater is 3 x 2.3 km and about 450 m deep with a 180-m-high lava dome in its center. Major hydrothermal activity was observed in July 1990, and the volcano was reclassified as active by the Japan Meteorological Agency.",28.327,140.572,-933.0,Subduction zone / Crustal thickness unknown,Holocene,Unrest / Holocene,,,,Andesite / Basaltic Andesite,POINT (140.572 28.327)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-46fe,284095,Doyo Seamount,Composite,Stratovolcano,,Japan,Northwestern Pacific Volcanic Regions,Ogasawara Volcanic Arc,"Doyo is the southernmost of the Shichiyo Seamounts, named for the seven days of the week. Doyo (""Saturday"") is a basaltic andesite submarine volcano that rises 2,340 m from the sea floor to within less than 600 m of the surface. An open collapse scarp is 3 x 10 km. Major hydrothermal activity was observed in July 1990, and the volcano was reclassified as active by the Japan Meteorological Agency.",27.68,140.8,-590.0,Subduction zone / Crustal thickness unknown,Holocene,Unrest / Holocene,,,,Basalt / Picro-Basalt,POINT (140.8 27.68)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-46fd,284096,Nishinoshima,Composite,Caldera,2023.0,Japan,Northwestern Pacific Volcanic Regions,Ogasawara Volcanic Arc,"The small island of Nishinoshima was enlarged when several new islands coalesced during an eruption in 1973-74. Multiple eruptions between 2013 and 2023 completely covered the previous exposed surface and continued to enlarge the island. The island is the summit of a massive submarine volcano that has prominent peaks to the S, W, and NE. The summit of the southern cone rises to within 214 m of the ocean surface 9 km SSE.",27.2439,140.8797,160.0,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-02095.jpg,"A submarine explosion from Nishinoshima breaches the surface on 9 October 1973. Steam trails behind ejected hot blocks at the margin of the plume. Submarine eruptions began on 12 April 1973 and the new island was first observed on 11 September. Lava flows began in September and three new islands were formed, which joined together during October-November 1973. ","Photo courtesy of Japan Meteorological Agency, 1973.",Andesite / Basaltic Andesite,POINT (140.8797 27.2439)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-46fc,284097,Kaikata Seamount,Composite,Stratovolcano,,Japan,Northwestern Pacific Volcanic Regions,Ogasawara Volcanic Arc,"Kaikata Seamount is a basaltic-to-dacitic submarine volcano located north of Kaitoku Seamount. The volcano rises 2,350 m from the sea floor to within 165 m of the surface. Two major summit peaks are oriented NE-SW, with the SW peak being the highest. Hydrothermal activity was observed in 1988 at a depth of 460 m, and the volcano was reclassified as active by the Japan Meteorological Agency.",26.667,140.929,-165.0,Subduction zone / Crustal thickness unknown,Holocene,Unrest / Holocene,,,,Andesite / Basaltic Andesite,POINT (140.929 26.667)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-46fb,284090,Izu-Torishima,Composite,Stratovolcano,2002.0,Japan,Northwestern Pacific Volcanic Regions,Izu Volcanic Arc,"The circular, 2.7-km-wide island of Izu-Torishima in the southern Izu Islands is capped by an unvegetated summit cone formed during an eruption in 1939. Fresh lava flows from this eruption form part of the northern coastline of the basaltic-to-dacitic edifice. The volcano is referred to as Izu-Torishima to distinguish it from the several other Japanese island volcanoes called Torishima (""Bird Island""). The main cone is truncated by a 1.5-km-wide caldera that contains two central cones, of which Ioyama is the highest. Historical eruptions have also occurred from flank vents near the north coast and offshore submarine vents. A submarine caldera 6-8 km wide lies immediately to the north.",30.484,140.303,394.0,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10199.jpg,"This photo taken on 12 August 2002 shows an ash plume rising from Torishima volcano, a 2.7-km-wide island in the southern Izu Islands. The unvegetated Iwoyama cone, seen here from the south, was constructed during an eruption in 1939 within a 1.5-km-wide caldera. The volcano is also referred to as Izu-Torishima to distinguish it from the several other Japanese island volcanoes called Torishima (""Bird Island"").","Photo courtesy of Japan Meteorological Agency, 2002.",Basalt / Picro-Basalt,POINT (140.303 30.484)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-46fa,284100,Kaitoku Seamount,Composite,Stratovolcano,2023.0,Japan,Northwestern Pacific Volcanic Regions,Ogasawara Volcanic Arc,"Submarine eruption have been observed during March 1984 and August 2022-January 2023 from Kaitoku Seamount (Kaitoku Kaizan), a three-peaked submarine volcano 80 km NNW of Kita-Ioto. The type of activity related to other observations of discolored water or bubbling, including an observation from 1543 CE, is uncertain.",26.1267,141.1017,-95.0,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,,,,Basalt / Picro-Basalt,POINT (141.1017 26.1267)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-46f9,284110,Funka Asane,Composite,Stratovolcano,2022.0,Japan,Northwestern Pacific Volcanic Regions,Ogasawara Volcanic Arc,"Eruptions have been recorded since the 18th century from Funka Asane, a submarine edifice ~4 km NW of Kita-Ioto, the northernmost of the Kazan Retto (Volcano Islands), in the southern Ogasawara Volcanic Arc. Frequent observations of discolored water above this vent area have been reported, including 16 times during 1982-2007. Eruptive activity in 2022 produced a plume to 5.5 km altitude. No eruptions are known from the heavily eroded, steep-sided, Kita-Ioto basaltic cone. Multiple submarine volcanic features extend ~30 km from the island to the NW and S, comparable to other large volcanic complexes along the arc.",25.455,141.2386,-20.0,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10777.jpg,"Kita-Ioto is seen here from a ship west of the island. Eruptions have been recorded since the 18th century from Funka-Asane, a submarine vent about 2 km NW of the island. Kita-Iwojima (""North Sulfur Island"") is the northernmost of the Kazan Retto (Volcano Islands), located in the middle of the Izu-Marianas arc.","Copyrighted photo by Toshitsugu Yamazaki (Japanese Quaternary Volcanoes database, RIODB, http://riodb02.ibase.aist.go.jp/strata/VOL_JP/EN/index.htm and Geol Surv Japan, AIST, http://www.gsj.jp/).",Basalt / Picro-Basalt,POINT (141.2386 25.455)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-46f8,284121,Kita-Fukutokutai,Composite,Stratovolcano,1954.0,Japan,Northwestern Pacific Volcanic Regions,Ogasawara Volcanic Arc,"Kita-Fukutokutai is a submarine volcano halfway between the Ioto and Minami-Ioto islands. The volcano rises to within 73 m of the ocean surface. Water discoloration was reported several times beginning in 1937, and floating pumice was seen during 1953-54. In 1988 a fishing boat reported an eruption column about 100 m high, although the report was not confirmed at the time. The Japan Meteorological Agency has classified Kita-Fukutokutai as an active volcano.",24.417,141.417,-73.0,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-10783.jpg,"The topographic high (red) at the top of this bathymetric image is Kita-Fukutokutai submarine volcano. It is halfway between Iwojima and Minami-Iwojima islands, NW of Fukutoku-Okanoba submarine volcano (center; north of Minami-Iwojima). Water discoloration was reported several times beginning in 1937 at Kita-Fukutokutai, and in 1988 a fishing boat reported an eruption column about 100 m high, although the report was not confirmed at the time.",Image courtesy of HOD Japan Coast Guard.,No Data (checked),POINT (141.417 24.417)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-46f7,284120,Ioto,Caldera,Caldera,2025.0,Japan,Northwestern Pacific Volcanic Regions,Ogasawara Volcanic Arc,"Ioto, also known as Ogasawara-Iojima to distinguish it from several other ""Sulfur Island"" volcanoes, lies within a 9-km-wide submarine caldera.The triangular, low-elevation, 8-km-long island narrows toward its SW tip and has produced trachyandesitic and trachytic rocks that are more alkalic than those of other volcanoes in the Ogasawara Volcanic Arc. The island has undergone uplift for at least the past 700 years, accompanying resurgent doming of the caldera; a shoreline landed upon by Captain Cook's surveying crew in 1779 is now 40 m above sea level. The Motoyama plateau on the NE half of the island consists of submarine tuffs overlain by coral deposits and forms the island's high point. Many fumaroles are oriented along a NE-SW zone cutting through Motoyama. Numerous recorded phreatic eruptions, many from vents on the W and NW sides of the island, have accompanied the uplift.",24.7503,141.2892,172.0,Subduction zone / Crustal thickness unknown,Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-09554.jpg,"The discolored water seen here is from the September 2001 Ioto submarine eruption, with the vent marked by the yellow arrow. The island is located within a 9-km-wide submarine caldera and narrows toward its SW tip, where the Suribachiyama cone is located. Numerous phreatic eruptions and uplift over at least the past 700 years has accompanied resurgent doming of the caldera.","Photo by Nakahori, 2001 (Japan Meteorological Agency, published in the Bulletin of the Global Volcanism Network).",Trachyandesite / Basaltic Trachyandesite,POINT (141.2892 24.7503)
